invoice_id,customer_id,invoice_date,amount_excluding_vat,vat_rate,total_with_vat
INV-002732,CUST-0260,2025-02-01,89.0,0.2,106.8
INV-002733,CUST-0260,2025-03-01,89.0,0.2,106.8
INV-002734,CUST-0260,2025-04-01,89.0,0.2,106.8
INV-002735,CUST-0260,2025-05-01,89.0,0.2,106.8
INV-002736,CUST-0260,2025-06-01,89.0,0.2,106.8
INV-002737,CUST-0260,2025-07-01,63.0,0.2,75.6
INV-002738,CUST-0260,2025-08-01 00:00:00,63.0,0.2,75.6
INV-002739,CUST-0260,2025-09-01,63.0,0.2,75.6
INV-002740,CUST-0260,2025-10-01,63.0,0.2,75.6
INV-002741,CUST-0260,2025-11-01,63.0,0.2,75.6
INV-002742,CUST-0260,2025-12-01,63.0,0.2,75.6
INV-002743,CUST-0261,2025-05-06,89.0,0.0,89.0
INV-002744,CUST-0261,2025-06-06,89.0,0.0,89.0
INV-002745,CUST-0261,2025-07-06,89.0,0.0,89.0
INV-002746,CUST-0261,2025-08-06,146.0,0.0,146.0
INV-002747,CUST-0261,2025-09-06,146.0,0.0,146.0
INV-002748,CUST-0262,2025-04-06,89.0,0.2,106.8
INV-002749,CUST-0262,2025-05-06 00:00:00,89.0,0.2,106.8
INV-002750,CUST-0262,2025-06-06,89.0,0.2,106.8
INV-002751,CUST-0262,2025-07-06,113.0,0.2,135.6
INV-002752,CUST-0262,2025-08-06,113.0,0.2,135.6
INV-002753,CUST-0263,2024-12-25,89.0,0.2,106.8
INV-002754,CUST-0263,2025-01-25,89.0,0.2,106.8
INV-002755,CUST-0263,2025-02-25,89.0,0.2,106.8
INV-002756,CUST-0263,2025-03-25,89.0,0.2,106.8
INV-002757,CUST-0263,2025-04-25,89.0,0.2,106.8
INV-002758,CUST-0263,2025-05-25,89.0,0.2,106.8
INV-002759,CUST-0263,2025-06-25,89.0,0.2,106.8
INV-002760,CUST-0263,2025-07-25,89.0,0.2,106.8
INV-002761,CUST-0263,2025-08-25,89.0,0.2,106.8
INV-002762,CUST-0263,09/25/2025,89.0,0.2,106.8
INV-002763,CUST-0263,2025-10-25,89.0,0.2,106.8
INV-002764,CUST-0263,2025-11-25,89.0,0.2,106.8
INV-002765,CUST-0263,2025-12-25,89.0,0.2,106.8
INV-002766,CUST-0264,2025-09-06,125.0,0.0,125.0
INV-002767,CUST-0264,2025-10-06,125.0,0.0,125.0
INV-002768,CUST-0264,2025-11-06,125.0,0.0,125.0
INV-002769,CUST-0264,2025-12-06,125.0,0.0,125.0
INV-002770,CUST-0265,2024-07-13,89.0,0.2,106.8
INV-002771,CUST-0265,2024-08-13,89.0,0.2,106.8
INV-002772,CUST-0265,2024-09-13,89.0,0.2,106.8
INV-002773,CUST-0265,2024-10-13,89.0,0.2,106.8
INV-002774,CUST-0265,2024-11-13 00:00:00,89.0,0.2,106.8
INV-002775,CUST-0265,2024-12-13,89.0,0.2,106.8
INV-002776,CUST-0265,2025-01-13,89.0,0.2,106.8
INV-002777,CUST-0265,2025-02-13,89.0,0.2,106.8
INV-002778,CUST-0265,2025-03-13,89.0,0.2,106.8
INV-002779,CUST-0265,2025-04-13,115.0,0.2,138.0
INV-002780,CUST-0265,2025-05-13,115.0,0.2,138.0
INV-002781,CUST-0265,2025-06-13,115.0,0.2,138.0
INV-002782,CUST-0265,2025-07-13,115.0,0.2,138.0
INV-002783,CUST-0265,2025-08-13,115.0,0.2,138.0
INV-002784,CUST-0265,2025-09-13,115.0,0.2,138.0
INV-002785,CUST-0265,2025-10-13,115.0,0.2,138.0
INV-002786,CUST-0265,2025-11-13 00:00:00,115.0,0.2,138.0
INV-002787,CUST-0265,2025-12-13,115.0,0.2,138.0
INV-002788,CUST-0266,2025-06-24,89.0,0.0,89.0
INV-002789,CUST-0266,2025-07-24,89.0,0.0,89.0
INV-002790,CUST-0266,2025-08-24,89.0,0.0,89.0
INV-002791,CUST-0266,2025-09-24,89.0,0.0,89.0
INV-002792,CUST-0266,2025-10-24,89.0,0.0,89.0
INV-002793,CUST-0266,2025-11-24,89.0,0.0,89.0
INV-002794,CUST-0266,2025-12-24,89.0,0.0,89.0
INV-002795,CUST-0267,2024-05-22,89.0,0.0,89.0
INV-002796,CUST-0267,22-06-2024,89.0,0.0,89.0
INV-002797,CUST-0267,2024-07-22,89.0,0.0,89.0
INV-002798,CUST-0267,2024-08-22,89.0,0.0,89.0
INV-002799,CUST-0267,2024-09-22,89.0,0.0,89.0
INV-002800,CUST-0267,2024-10-22,89.0,0.0,89.0
INV-002801,CUST-0267,2024-11-22,89.0,0.0,89.0
INV-002802,CUST-0267,2024-12-22,89.0,0.0,89.0
INV-002803,CUST-0267,2025-01-22 00:00:00,89.0,0.0,89.0
INV-002804,CUST-0267,02/22/2025,89.0,0.0,89.0
INV-002805,CUST-0267,2025-03-22,89.0,0.0,89.0
INV-002806,CUST-0267,2025-04-22,89.0,0.0,89.0
INV-002807,CUST-0267,2025-05-22,89.0,0.0,89.0
INV-002808,CUST-0267,2025-06-22,89.0,0.0,89.0
INV-002809,CUST-0267,2025-07-22,89.0,0.0,89.0
INV-002810,CUST-0267,2025-08-22,89.0,0.0,89.0
INV-002811,CUST-0267,2025-09-22,89.0,0.0,89.0
INV-002812,CUST-0267,2025-10-22,89.0,0.0,89.0
INV-002813,CUST-0268,2025-07-16,89.0,0.2,106.8
INV-002814,CUST-0268,2025-08-16,89.0,0.2,106.8
INV-002815,CUST-0269,2025-05-22,89.0,0.0,89.0
INV-002816,CUST-0269,2025-06-22,89.0,0.0,89.0
INV-002817,CUST-0269,2025-07-22,89.0,0.0,89.0
INV-002818,CUST-0269,2025-08-22,114.0,0.0,114.0
INV-002819,CUST-0270,2025-12-29,125.0,0.0,125.0
INV-002820,CUST-0271,2024-09-15,89.0,0.2,106.8
INV-002821,CUST-0271,2024-10-15,89.0,0.2,106.8
INV-002822,CUST-0271,2024-11-15,89.0,0.2,106.8
INV-002823,CUST-0271,2024-12-15,89.0,0.2,106.8
INV-002824,CUST-0271,2025-01-15,110.0,0.2,132.0
INV-002825,CUST-0271,2025-02-15 00:00:00,110.0,0.2,132.0
INV-002826,CUST-0271,2025-03-15,110.0,0.2,132.0
INV-002827,CUST-0271,2025-04-15,110.0,0.2,132.0
INV-002828,CUST-0271,2025-05-15,110.0,0.2,132.0
INV-002829,CUST-0271,2025-06-15,110.0,0.2,132.0
INV-002830,CUST-0271,2025-07-15,110.0,0.2,132.0
INV-002831,CUST-0271,2025-08-15,110.0,0.2,132.0
INV-002832,CUST-0271,2025-09-15,110.0,0.2,132.0
INV-002833,CUST-0271,2025-10-15,110.0,0.2,132.0
INV-002834,CUST-0271,2025-11-15 00:00:00,110.0,0.2,132.0
INV-002835,CUST-0271,2025-12-15,110.0,0.2,132.0
INV-002836,CUST-0272,2024-05-20,89.0,0.19,105.91
INV-002837,CUST-0272,2024-06-20,89.0,0.19,105.91
INV-002838,CUST-0272,2024-07-20,89.0,0.19,105.91
INV-002839,CUST-0272,2024-08-20,89.0,0.19,105.91
INV-002840,CUST-0272,2024-09-20,89.0,0.19,105.91
INV-002841,CUST-0272,2024-10-20,89.0,0.19,105.91
INV-002842,CUST-0272,2024-11-20,147.0,0.19,174.93
INV-002843,CUST-0272,2024-12-20,147.0,0.19,174.93
INV-002844,CUST-0272,2025-01-20,147.0,0.19,174.93
INV-002845,CUST-0272,2025-02-20,147.0,0.19,174.93
INV-002846,CUST-0272,2025-03-20,147.0,0.19,174.93
INV-002847,CUST-0272,2025-04-20,147.0,0.19,174.93
INV-002848,CUST-0272,2025-05-20 00:00:00,147.0,0.19,174.93
INV-002849,CUST-0272,2025-06-20,147.0,0.19,174.93
INV-002850,CUST-0272,2025-07-20,147.0,0.19,174.93
INV-002851,CUST-0272,2025-08-20,147.0,0.19,174.93
INV-002852,CUST-0272,2025-09-20,147.0,0.19,174.93
INV-002853,CUST-0272,2025-10-20,147.0,0.19,174.93
INV-002854,CUST-0272,2025-11-20,147.0,0.19,174.93
INV-002855,CUST-0272,2025-12-20,147.0,0.19,174.93
INV-002856,CUST-0273,2024-04-24,89.0,0.2,106.8
INV-002857,CUST-0273,2024-05-24,89.0,0.2,106.8
INV-002858,CUST-0273,2024-06-24,89.0,0.2,106.8
INV-002859,CUST-0273,2024-07-24,127.0,0.2,152.4
INV-002860,CUST-0273,2024-08-24,127.0,0.2,152.4
INV-002861,CUST-0273,2024-09-24,127.0,0.2,152.4
INV-002862,CUST-0273,2024-10-24,127.0,0.2,152.4
INV-002863,CUST-0273,2024-11-24,127.0,0.2,152.4
INV-002864,CUST-0273,2024-12-24,127.0,0.2,152.4
INV-002865,CUST-0273,2025-01-24,127.0,0.2,152.4
INV-002866,CUST-0273,2025-02-24,127.0,0.2,152.4
INV-002867,CUST-0273,2025-03-24,127.0,0.2,152.4
INV-002868,CUST-0273,2025-04-24,127.0,0.2,152.4
INV-002869,CUST-0273,2025-05-24,127.0,0.2,152.4
INV-002870,CUST-0273,2025-06-24,127.0,0.2,152.4
INV-002871,CUST-0273,2025-07-24,127.0,0.2,152.4
INV-002872,CUST-0273,2025-08-24,127.0,0.2,152.4
INV-002873,CUST-0273,2025-09-24,127.0,0.2,152.4
INV-002874,CUST-0273,2025-10-24,127.0,0.2,152.4
INV-002875,CUST-0273,2025-11-24,127.0,0.2,152.4
INV-002876,CUST-0273,2025-12-24 00:00:00,127.0,0.2,152.4
INV-002877,CUST-0274,2024-11-17,89.0,0.2,106.8
INV-002878,CUST-0274,2024-12-17,89.0,0.2,106.8
INV-002879,CUST-0274,2025-01-17,89.0,0.2,106.8
INV-002880,CUST-0274,2025-02-17,89.0,0.2,106.8
INV-002881,CUST-0274,17-03-2025,144.0,0.2,172.8
INV-002882,CUST-0274,2025-04-17,144.0,0.2,172.8
INV-002883,CUST-0274,2025-05-17,144.0,0.2,172.8
INV-002884,CUST-0274,2025-06-17,144.0,0.2,172.8
INV-002885,CUST-0274,2025-07-17,144.0,0.2,172.8
INV-002886,CUST-0274,2025-08-17,144.0,0.2,172.8
INV-002887,CUST-0274,2025-09-17,144.0,0.2,172.8
INV-002888,CUST-0274,2025-10-17,144.0,0.2,172.8
INV-002889,CUST-0274,2025-11-17,144.0,0.2,172.8
INV-002890,CUST-0274,2025-12-17,144.0,0.2,172.8
INV-002891,CUST-0275,2024-10-12,89.0,0.2,106.8
INV-002892,CUST-0275,2024-11-12,89.0,0.2,106.8
INV-002893,CUST-0275,2024-12-12 00:00:00,89.0,0.2,106.8
INV-002894,CUST-0275,2025-01-12,89.0,0.2,106.8
INV-002895,CUST-0275,2025-02-12,89.0,0.2,106.8
INV-002896,CUST-0275,2025-03-12,117.0,0.2,140.4
INV-002897,CUST-0275,2025-04-12,117.0,0.2,140.4
INV-002898,CUST-0275,2025-05-12,117.0,0.2,140.4
INV-002899,CUST-0275,2025-06-12,117.0,0.2,140.4
INV-002900,CUST-0275,2025-07-12,117.0,0.2,140.4
INV-002901,CUST-0275,2025-08-12,117.0,0.2,140.4
INV-002902,CUST-0275,2025-09-12,117.0,0.2,140.4
INV-002903,CUST-0275,2025-10-12,117.0,0.2,140.4
INV-002904,CUST-0275,2025-11-12,117.0,0.2,140.4
INV-002905,CUST-0275,2025-12-12,161.0,0.2,193.2
INV-002906,CUST-0276,2025-10-18,125.0,0.0,125.0
INV-002907,CUST-0276,2025-11-18,125.0,0.0,125.0
INV-002908,CUST-0276,2025-12-18,125.0,0.0,125.0
INV-002909,CUST-0277,2025-07-15,89.0,0.0,89.0
INV-002910,CUST-0277,2025-08-15,89.0,0.0,89.0
INV-002911,CUST-0277,2025-09-15,89.0,0.0,89.0
INV-002912,CUST-0277,2025-10-15,89.0,0.0,89.0
INV-002913,CUST-0277,2025-11-15,89.0,0.0,89.0
INV-002914,CUST-0277,2025-12-15 00:00:00,89.0,0.0,89.0
INV-002915,CUST-0278,2025-10-04,125.0,0.2,150.0
INV-002916,CUST-0278,2025-11-04,125.0,0.2,150.0
INV-002917,CUST-0278,2025-12-04,125.0,0.2,150.0
INV-002918,CUST-0279,2024-12-25,89.0,0.0,89.0
INV-002919,CUST-0279,25-01-2025,89.0,0.0,89.0
INV-002920,CUST-0279,2025-02-25,89.0,0.0,89.0
INV-002921,CUST-0279,2025-03-25,89.0,0.0,89.0
INV-002922,CUST-0279,2025-04-25,89.0,0.0,89.0
INV-002923,CUST-0279,2025-05-25,89.0,0.0,89.0
INV-002924,CUST-0279,2025-06-25,89.0,0.0,89.0
INV-002925,CUST-0279,2025-07-25,89.0,0.0,89.0
INV-002926,CUST-0279,2025-08-25,89.0,0.0,89.0
INV-002927,CUST-0279,2025-09-25 00:00:00,89.0,0.0,89.0
INV-002928,CUST-0279,2025-10-25,89.0,0.0,89.0
INV-002929,CUST-0279,2025-11-25,89.0,0.0,89.0
INV-002930,CUST-0279,2025-12-25,89.0,0.0,89.0
INV-002931,CUST-0280,2024-07-04,89.0,0.2,106.8
INV-002932,CUST-0280,2024-08-04,89.0,0.2,106.8
INV-002933,CUST-0280,2024-09-04,89.0,0.2,106.8
INV-002934,CUST-0280,2024-10-04,89.0,0.2,106.8
INV-002935,CUST-0280,2024-11-04,89.0,0.2,106.8
INV-002936,CUST-0280,2024-12-04,89.0,0.2,106.8
INV-002937,CUST-0280,2025-01-04,89.0,0.2,106.8
INV-002938,CUST-0280,2025-02-04,89.0,0.2,106.8
INV-002939,CUST-0280,2025-03-04,89.0,0.2,106.8
INV-002940,CUST-0280,2025-04-04,89.0,0.2,106.8
INV-002941,CUST-0280,2025-05-04,126.0,0.2,151.2
INV-002942,CUST-0280,2025-06-04,126.0,0.2,151.2
INV-002943,CUST-0280,2025-07-04,126.0,0.2,151.2
INV-002944,CUST-0280,2025-08-04,126.0,0.2,151.2
INV-002945,CUST-0280,2025-09-04,126.0,0.2,151.2
INV-002946,CUST-0280,2025-10-04,126.0,0.2,151.2
INV-002947,CUST-0280,2025-11-04,126.0,0.2,151.2
INV-002948,CUST-0280,2025-12-04 00:00:00,126.0,0.2,151.2
INV-002949,CUST-0281,2025-03-20,89.0,0.0,89.0
INV-002950,CUST-0281,2025-04-20,89.0,0.0,89.0
INV-002951,CUST-0281,2025-05-20,89.0,0.0,89.0
INV-002952,CUST-0281,2025-06-20,89.0,0.0,89.0
INV-002953,CUST-0281,2025-07-20,89.0,0.0,89.0
INV-002954,CUST-0281,2025-08-20,89.0,0.0,89.0
INV-002955,CUST-0281,2025-09-20,89.0,0.0,89.0
INV-002956,CUST-0281,2025-10-20,89.0,0.0,89.0
INV-002957,CUST-0281,20-11-2025,89.0,0.0,89.0
INV-002958,CUST-0281,2025-12-20,89.0,0.0,89.0
INV-002959,CUST-0282,2024-08-07,89.0,0.2,106.8
INV-002960,CUST-0282,2024-09-07,89.0,0.2,106.8
INV-002961,CUST-0282,2024-10-07,89.0,0.2,106.8
INV-002962,CUST-0282,2024-11-07,89.0,0.2,106.8
INV-002963,CUST-0282,2024-12-07,89.0,0.2,106.8
INV-002964,CUST-0282,2025-01-07,89.0,0.2,106.8
INV-002965,CUST-0282,2025-02-07,89.0,0.2,106.8
INV-002966,CUST-0282,2025-03-07,89.0,0.2,106.8
INV-002967,CUST-0282,2025-04-07,89.0,0.2,106.8
INV-002968,CUST-0282,2025-05-07,89.0,0.2,106.8
INV-002969,CUST-0282,2025-06-07,89.0,0.2,106.8
INV-002970,CUST-0282,2025-07-07,89.0,0.2,106.8
INV-002971,CUST-0282,2025-08-07,89.0,0.2,106.8
INV-002972,CUST-0282,2025-09-07,89.0,0.2,106.8
INV-002973,CUST-0282,2025-10-07,89.0,0.2,106.8
INV-002974,CUST-0282,2025-11-07,89.0,0.2,106.8
INV-002975,CUST-0282,2025-12-07,113.0,0.2,135.6
INV-002976,CUST-0283,2025-03-03,89.0,0.0,89.0
INV-002977,CUST-0283,2025-04-03,89.0,0.0,89.0
INV-002978,CUST-0283,2025-05-03,89.0,0.0,89.0
INV-002979,CUST-0283,03-06-2025,89.0,0.0,89.0
INV-002980,CUST-0283,2025-07-03,89.0,0.0,89.0
INV-002981,CUST-0283,2025-08-03,89.0,0.0,89.0
INV-002982,CUST-0283,09/03/2025,89.0,0.0,89.0
INV-002983,CUST-0284,2025-05-02,89.0,0.0,89.0
INV-002984,CUST-0284,2025-06-02,89.0,0.0,89.0
INV-002985,CUST-0284,2025-07-02,89.0,0.0,89.0
INV-002986,CUST-0284,2025-08-02,89.0,0.0,89.0
INV-002987,CUST-0285,2024-09-12,89.0,0.2,106.8
INV-002988,CUST-0285,2024-10-12,89.0,0.2,106.8
INV-002989,CUST-0285,2024-11-12,89.0,0.2,106.8
INV-002990,CUST-0285,2024-12-12 00:00:00,89.0,0.2,106.8
INV-002991,CUST-0285,2025-01-12,89.0,0.2,106.8
INV-002992,CUST-0285,2025-02-12,89.0,0.2,106.8
INV-002993,CUST-0285,2025-03-12,89.0,0.2,106.8
INV-002994,CUST-0285,2025-04-12,89.0,0.2,106.8
INV-002995,CUST-0285,2025-05-12,89.0,0.2,106.8
INV-002996,CUST-0285,2025-06-12,89.0,0.2,106.8
INV-002997,CUST-0285,2025-07-12,89.0,0.2,106.8
INV-002998,CUST-0285,2025-08-12,89.0,0.2,106.8
INV-002999,CUST-0285,2025-09-12,89.0,0.2,106.8
INV-003000,CUST-0285,2025-10-12 00:00:00,89.0,0.2,106.8
INV-003001,CUST-0285,2025-11-12,89.0,0.2,106.8
INV-003002,CUST-0285,2025-12-12,89.0,0.2,106.8
INV-003003,CUST-0286,2024-01-17,89.0,0.0,89.0
INV-003004,CUST-0286,2024-02-17 00:00:00,89.0,0.0,89.0
INV-003005,CUST-0286,2024-03-17 00:00:00,89.0,0.0,89.0
INV-003006,CUST-0286,2024-04-17,89.0,0.0,89.0
INV-003007,CUST-0286,2024-05-17,89.0,0.0,89.0
INV-003008,CUST-0286,2024-06-17,89.0,0.0,89.0
INV-003009,CUST-0286,2024-07-17,89.0,0.0,89.0
INV-003010,CUST-0286,2024-08-17,89.0,0.0,89.0
INV-003011,CUST-0286,2024-09-17,89.0,0.0,89.0
INV-003012,CUST-0286,2024-10-17,89.0,0.0,89.0
INV-003013,CUST-0286,2024-11-17,89.0,0.0,89.0
INV-003014,CUST-0286,2024-12-17,89.0,0.0,89.0
INV-003015,CUST-0286,2025-01-17,89.0,0.0,89.0
INV-003016,CUST-0286,2025-02-17,89.0,0.0,89.0
INV-003017,CUST-0286,2025-03-17,89.0,0.0,89.0
INV-003018,CUST-0286,2025-04-17,89.0,0.0,89.0
INV-003019,CUST-0286,2025-05-17,89.0,0.0,89.0
INV-003020,CUST-0286,2025-06-17,89.0,0.0,89.0
INV-003021,CUST-0286,2025-07-17,89.0,0.0,89.0
INV-003022,CUST-0286,2025-08-17,89.0,0.0,89.0
INV-003023,CUST-0286,2025-09-17,89.0,0.0,89.0
INV-003024,CUST-0286,2025-10-17,89.0,0.0,89.0
INV-003025,CUST-0286,2025-11-17,89.0,0.0,89.0
INV-003026,CUST-0286,2025-12-17,89.0,0.0,89.0
INV-003027,CUST-0287,2025-09-20,125.0,0.0,125.0
INV-003028,CUST-0287,2025-10-20,125.0,0.0,125.0
INV-003029,CUST-0287,2025-11-20,125.0,0.0,125.0
INV-003030,CUST-0287,2025-12-20,125.0,0.0,125.0
INV-003031,CUST-0288,2024-12-15,89.0,0.2,106.8
INV-003032,CUST-0288,2025-01-15,89.0,0.2,106.8
INV-003033,CUST-0288,2025-02-15,89.0,0.2,106.8
INV-003034,CUST-0288,2025-03-15,89.0,0.2,106.8
INV-003035,CUST-0288,2025-04-15,89.0,0.2,106.8
INV-003036,CUST-0288,2025-05-15,89.0,0.2,106.8
INV-003037,CUST-0288,2025-06-15,89.0,0.2,106.8
INV-003038,CUST-0288,2025-07-15,89.0,0.2,106.8
INV-003039,CUST-0288,2025-08-15,89.0,0.2,106.8
INV-003040,CUST-0288,2025-09-15,130.0,0.2,156.0
INV-003041,CUST-0288,2025-10-15 00:00:00,130.0,0.2,156.0
INV-003042,CUST-0288,2025-11-15,130.0,0.2,156.0
INV-003043,CUST-0288,2025-12-15,130.0,0.2,156.0
INV-003044,CUST-0289,09/16/2025,125.0,0.0,125.0
INV-003045,CUST-0289,2025-10-16,125.0,0.0,125.0
INV-003046,CUST-0289,2025-11-16,125.0,0.0,125.0
INV-003047,CUST-0289,2025-12-16,166.0,0.0,166.0
INV-003048,CUST-0290,2024-02-21,89.0,0.0,89.0
INV-003049,CUST-0290,2024-03-21 00:00:00,89.0,0.0,89.0
INV-003050,CUST-0290,2024-04-21,89.0,0.0,89.0
INV-003051,CUST-0290,2024-05-21,89.0,0.0,89.0
INV-003052,CUST-0290,2024-06-21,89.0,0.0,89.0
INV-003053,CUST-0290,2024-07-21,89.0,0.0,89.0
INV-003054,CUST-0290,2024-08-21,89.0,0.0,89.0
INV-003055,CUST-0290,2024-09-21,89.0,0.0,89.0
INV-003056,CUST-0290,2024-10-21,89.0,0.0,89.0
INV-003057,CUST-0290,2024-11-21,89.0,0.0,89.0
INV-003058,CUST-0290,2024-12-21,89.0,0.0,89.0
INV-003059,CUST-0290,2025-01-21,89.0,0.0,89.0
INV-003060,CUST-0290,2025-02-21,89.0,0.0,89.0
INV-003061,CUST-0290,2025-03-21,129.0,0.0,129.0
INV-003062,CUST-0290,2025-04-21,129.0,0.0,129.0
INV-003063,CUST-0290,2025-05-21,129.0,0.0,129.0
INV-003064,CUST-0290,2025-06-21,129.0,0.0,129.0
INV-003065,CUST-0290,2025-07-21,129.0,0.0,129.0
INV-003066,CUST-0290,2025-08-21,129.0,0.0,129.0
INV-003067,CUST-0290,2025-09-21,129.0,0.0,129.0
INV-003068,CUST-0290,2025-10-21,129.0,0.0,129.0
INV-003069,CUST-0290,2025-11-21,129.0,0.0,129.0
INV-003070,CUST-0290,2025-12-21,129.0,0.0,129.0
INV-003071,CUST-0291,2024-07-02,89.0,0.0,89.0
INV-003072,CUST-0291,2024-08-02,89.0,0.0,89.0
INV-003073,CUST-0291,2024-09-02,89.0,0.0,89.0
INV-003074,CUST-0291,2024-10-02,89.0,0.0,89.0
INV-003075,CUST-0291,2024-11-02,89.0,0.0,89.0
INV-003076,CUST-0291,2024-12-02 00:00:00,89.0,0.0,89.0
INV-003077,CUST-0291,2025-01-02,89.0,0.0,89.0
INV-003078,CUST-0291,2025-02-02,89.0,0.0,89.0
INV-003079,CUST-0291,2025-03-02,120.0,0.0,120.0
INV-003080,CUST-0291,02-04-2025,120.0,0.0,120.0
INV-003081,CUST-0291,2025-05-02,120.0,0.0,120.0
INV-003082,CUST-0291,2025-06-02,120.0,0.0,120.0
INV-003083,CUST-0291,2025-07-02,120.0,0.0,120.0
INV-003084,CUST-0291,2025-08-02,120.0,0.0,120.0
INV-003085,CUST-0291,2025-09-02,120.0,0.0,120.0
INV-003086,CUST-0291,2025-10-02,120.0,0.0,120.0
INV-003087,CUST-0291,2025-11-02,120.0,0.0,120.0
INV-003088,CUST-0291,2025-12-02,120.0,0.0,120.0
INV-003089,CUST-0292,2025-08-03,89.0,0.2,106.8
INV-003090,CUST-0292,2025-09-03,89.0,0.2,106.8
INV-003091,CUST-0292,2025-10-03,89.0,0.2,106.8
INV-003092,CUST-0292,2025-11-03,89.0,0.2,106.8
INV-003093,CUST-0292,2025-12-03,89.0,0.2,106.8
INV-003094,CUST-0293,2025-02-02,89.0,0.2,106.8
INV-003095,CUST-0293,2025-03-02,89.0,0.2,106.8
INV-003096,CUST-0293,2025-04-02,89.0,0.2,106.8
INV-003097,CUST-0293,2025-05-02,89.0,0.2,106.8
INV-003098,CUST-0293,2025-06-02,89.0,0.2,106.8
INV-003099,CUST-0293,2025-07-02,89.0,0.2,106.8
INV-003100,CUST-0293,2025-08-02,89.0,0.2,106.8
INV-003101,CUST-0293,2025-09-02,89.0,0.2,106.8
INV-003102,CUST-0293,2025-10-02,89.0,0.2,106.8
INV-003103,CUST-0293,2025-11-02,89.0,0.2,106.8
INV-003104,CUST-0293,2025-12-02,89.0,0.2,106.8
INV-003105,CUST-0294,2024-03-28,89.0,0.0,89.0
INV-003106,CUST-0294,2024-04-28,89.0,0.0,89.0
INV-003107,CUST-0294,2024-05-28,89.0,0.0,89.0
INV-003108,CUST-0294,2024-06-28,89.0,0.0,89.0
INV-003109,CUST-0294,2024-07-28,89.0,0.0,89.0
INV-003110,CUST-0294,2024-08-28,89.0,0.0,89.0
INV-003111,CUST-0294,2024-09-28,89.0,0.0,89.0
INV-003112,CUST-0294,2024-10-28,89.0,0.0,89.0
INV-003113,CUST-0294,2024-11-28,89.0,0.0,89.0
INV-003114,CUST-0294,2024-12-28,89.0,0.0,89.0
INV-003115,CUST-0294,2025-01-28,89.0,0.0,89.0
INV-003116,CUST-0294,2025-02-28,129.0,0.0,129.0
INV-003117,CUST-0294,28-03-2025,129.0,0.0,129.0
INV-003118,CUST-0294,2025-04-28,129.0,0.0,129.0
INV-003119,CUST-0294,2025-05-28,129.0,0.0,129.0
INV-003120,CUST-0294,2025-06-28,166.0,0.0,166.0
INV-003121,CUST-0294,28-07-2025,166.0,0.0,166.0
INV-003122,CUST-0294,28-08-2025,166.0,0.0,166.0
INV-003123,CUST-0294,2025-09-28,166.0,0.0,166.0
INV-003124,CUST-0294,2025-10-28,166.0,0.0,166.0
INV-003125,CUST-0294,28-11-2025,166.0,0.0,166.0
INV-003126,CUST-0294,2025-12-28,166.0,0.0,166.0
INV-003127,CUST-0295,2025-10-04,125.0,0.0,125.0
INV-003128,CUST-0295,2025-11-04,125.0,0.0,125.0
INV-003129,CUST-0295,12/04/2025,125.0,0.0,125.0
INV-003130,CUST-0296,17-02-2024,89.0,0.0,89.0
INV-003131,CUST-0296,2024-03-17,89.0,0.0,89.0
INV-003132,CUST-0296,2024-04-17,89.0,0.0,89.0
INV-003133,CUST-0296,2024-05-17,89.0,0.0,89.0
INV-003134,CUST-0296,2024-06-17,89.0,0.0,89.0
INV-003135,CUST-0296,2024-07-17,89.0,0.0,89.0
INV-003136,CUST-0296,2024-08-17,89.0,0.0,89.0
INV-003137,CUST-0296,2024-09-17,89.0,0.0,89.0
INV-003138,CUST-0296,2024-10-17,89.0,0.0,89.0
INV-003139,CUST-0296,2024-11-17,89.0,0.0,89.0
INV-003140,CUST-0296,2024-12-17,89.0,0.0,89.0
INV-003141,CUST-0296,2025-01-17,89.0,0.0,89.0
INV-003142,CUST-0296,2025-02-17,89.0,0.0,89.0
INV-003143,CUST-0296,03/17/2025,89.0,0.0,89.0
INV-003144,CUST-0296,2025-04-17,89.0,0.0,89.0
INV-003145,CUST-0296,2025-05-17,89.0,0.0,89.0
INV-003146,CUST-0296,2025-06-17,89.0,0.0,89.0
INV-003147,CUST-0296,2025-07-17,89.0,0.0,89.0
INV-003148,CUST-0296,2025-08-17,122.0,0.0,122.0
INV-003149,CUST-0296,2025-09-17,122.0,0.0,122.0
INV-003150,CUST-0296,10/17/2025,122.0,0.0,122.0
INV-003151,CUST-0296,2025-11-17,122.0,0.0,122.0
INV-003152,CUST-0296,2025-12-17,122.0,0.0,122.0
INV-003153,CUST-0297,2024-12-04,89.0,0.19,105.91
INV-003154,CUST-0297,2025-01-04,89.0,0.19,105.91
INV-003155,CUST-0297,2025-02-04,89.0,0.19,105.91
INV-003156,CUST-0297,2025-03-04,89.0,0.19,105.91
INV-003157,CUST-0297,2025-04-04,89.0,0.19,105.91
INV-003158,CUST-0297,2025-05-04,89.0,0.19,105.91
INV-003159,CUST-0297,2025-06-04,89.0,0.19,105.91
INV-003160,CUST-0297,2025-07-04,89.0,0.19,105.91
INV-003161,CUST-0297,2025-08-04,89.0,0.19,105.91
INV-003162,CUST-0297,2025-09-04 00:00:00,89.0,0.19,105.91
INV-003163,CUST-0297,2025-10-04,89.0,0.19,105.91
